image_name,label,augmentation_type
image_0000_original.png,3,original
image_0000_aug1light.png,3,
image_0000_aug2light.png,3,
image_0000_aug3light.png,3,
image_0000_aug4light.png,3,
image_0000_aug5light.png,3,
image_0000_aug6light.png,3,
image_0000_aug7light.png,3,
image_0000_aug8light.png,3,
image_0000_aug9light.png,3,
image_0000_aug10light.png,3,
image_0000_aug11light.png,3,
image_0000_aug12light.png,3,
image_0000_aug13light.png,3,
image_0000_aug14light.png,3,
image_0000_aug15light.png,3,
image_0000_aug16light.png,3,
image_0000_aug17light.png,3,
image_0000_aug18light.png,3,
image_0000_aug19light.png,3,
image_0000_aug20light.png,3,
image_0000_aug21light.png,3,
image_0000_aug22light.png,3,
image_0000_aug23light.png,3,
image_0000_aug24light.png,3,
image_0000_aug25light.png,3,
image_0001_original.png,2,original
image_0001_aug1light.png,2,
image_0001_aug2light.png,2,
image_0001_aug3light.png,2,
image_0001_aug4light.png,2,
image_0001_aug5light.png,2,
image_0001_aug6light.png,2,
image_0001_aug7light.png,2,
image_0001_aug8light.png,2,
image_0001_aug9light.png,2,
image_0001_aug10light.png,2,
image_0001_aug11light.png,2,
image_0001_aug12light.png,2,
image_0001_aug13light.png,2,
image_0001_aug14light.png,2,
image_0001_aug15light.png,2,
image_0001_aug16light.png,2,
image_0001_aug17light.png,2,
image_0001_aug18light.png,2,
image_0001_aug19light.png,2,
image_0001_aug20light.png,2,
image_0001_aug21light.png,2,
image_0001_aug22light.png,2,
image_0001_aug23light.png,2,
image_0001_aug24light.png,2,
image_0001_aug25light.png,2,
image_0002_original.png,14,original
image_0002_aug1light.png,14,
image_0002_aug2light.png,14,
image_0002_aug3light.png,14,
image_0002_aug4light.png,14,
image_0002_aug5light.png,14,
image_0002_aug6light.png,14,
image_0002_aug7light.png,14,
image_0002_aug8light.png,14,
image_0002_aug9light.png,14,
image_0002_aug10light.png,14,
image_0002_aug11light.png,14,
image_0002_aug12light.png,14,
image_0002_aug13light.png,14,
image_0002_aug14light.png,14,
image_0002_aug15light.png,14,
image_0002_aug16light.png,14,
image_0002_aug17light.png,14,
image_0002_aug18light.png,14,
image_0002_aug19light.png,14,
image_0002_aug20light.png,14,
image_0002_aug21light.png,14,
image_0002_aug22light.png,14,
image_0002_aug23light.png,14,
image_0002_aug24light.png,14,
image_0002_aug25light.png,14,
image_0003_original.png,0,original
image_0003_aug1light.png,0,
image_0003_aug2light.png,0,
image_0003_aug3light.png,0,
image_0003_aug4light.png,0,
image_0003_aug5light.png,0,
image_0003_aug6light.png,0,
image_0003_aug7light.png,0,
image_0003_aug8light.png,0,
image_0003_aug9light.png,0,
image_0003_aug10light.png,0,
image_0003_aug11light.png,0,
image_0003_aug12light.png,0,
image_0003_aug13light.png,0,
image_0003_aug14light.png,0,
image_0003_aug15light.png,0,
image_0003_aug16light.png,0,
image_0003_aug17light.png,0,
image_0003_aug18light.png,0,
image_0003_aug19light.png,0,
image_0003_aug20light.png,0,
image_0003_aug21light.png,0,
image_0003_aug22light.png,0,
image_0003_aug23light.png,0,
image_0003_aug24light.png,0,
image_0003_aug25light.png,0,
image_0004_original.png,14,original
image_0004_aug1light.png,14,
image_0004_aug2light.png,14,
image_0004_aug3light.png,14,
image_0004_aug4light.png,14,
image_0004_aug5light.png,14,
image_0004_aug6light.png,14,
image_0004_aug7light.png,14,
image_0004_aug8light.png,14,
image_0004_aug9light.png,14,
image_0004_aug10light.png,14,
image_0004_aug11light.png,14,
image_0004_aug12light.png,14,
image_0004_aug13light.png,14,
image_0004_aug14light.png,14,
image_0004_aug15light.png,14,
image_0004_aug16light.png,14,
image_0004_aug17light.png,14,
image_0004_aug18light.png,14,
image_0004_aug19light.png,14,
image_0004_aug20light.png,14,
image_0004_aug21light.png,14,
image_0004_aug22light.png,14,
image_0004_aug23light.png,14,
image_0004_aug24light.png,14,
image_0004_aug25light.png,14,
image_0005_original.png,4,original
image_0005_aug1light.png,4,
image_0005_aug2light.png,4,
image_0005_aug3light.png,4,
image_0005_aug4light.png,4,
image_0005_aug5light.png,4,
image_0005_aug6light.png,4,
image_0005_aug7light.png,4,
image_0005_aug8light.png,4,
image_0005_aug9light.png,4,
image_0005_aug10light.png,4,
image_0005_aug11light.png,4,
image_0005_aug12light.png,4,
image_0005_aug13light.png,4,
image_0005_aug14light.png,4,
image_0005_aug15light.png,4,
image_0005_aug16light.png,4,
image_0005_aug17light.png,4,
image_0005_aug18light.png,4,
image_0005_aug19light.png,4,
image_0005_aug20light.png,4,
image_0005_aug21light.png,4,
image_0005_aug22light.png,4,
image_0005_aug23light.png,4,
image_0005_aug24light.png,4,
image_0005_aug25light.png,4,
image_0006_original.png,6,original
image_0006_aug1light.png,6,
image_0006_aug2light.png,6,
image_0006_aug3light.png,6,
image_0006_aug4light.png,6,
image_0006_aug5light.png,6,
image_0006_aug6light.png,6,
image_0006_aug7light.png,6,
image_0006_aug8light.png,6,
image_0006_aug9light.png,6,
image_0006_aug10light.png,6,
image_0006_aug11light.png,6,
image_0006_aug12light.png,6,
image_0006_aug13light.png,6,
image_0006_aug14light.png,6,
image_0006_aug15light.png,6,
image_0006_aug16light.png,6,
image_0006_aug17light.png,6,
image_0006_aug18light.png,6,
image_0006_aug19light.png,6,
image_0006_aug20light.png,6,
image_0006_aug21light.png,6,
image_0006_aug22light.png,6,
image_0006_aug23light.png,6,
image_0006_aug24light.png,6,
image_0006_aug25light.png,6,
image_0007_original.png,10,original
image_0007_aug1light.png,10,
image_0007_aug2light.png,10,
image_0007_aug3light.png,10,
image_0007_aug4light.png,10,
image_0007_aug5light.png,10,
image_0007_aug6light.png,10,
image_0007_aug7light.png,10,
image_0007_aug8light.png,10,
image_0007_aug9light.png,10,
image_0007_aug10light.png,10,
image_0007_aug11light.png,10,
image_0007_aug12light.png,10,
image_0007_aug13light.png,10,
image_0007_aug14light.png,10,
image_0007_aug15light.png,10,
image_0007_aug16light.png,10,
image_0007_aug17light.png,10,
image_0007_aug18light.png,10,
image_0007_aug19light.png,10,
image_0007_aug20light.png,10,
image_0007_aug21light.png,10,
image_0007_aug22light.png,10,
image_0007_aug23light.png,10,
image_0007_aug24light.png,10,
image_0007_aug25light.png,10,
image_0008_original.png,10,original
image_0008_aug1light.png,10,
image_0008_aug2light.png,10,
image_0008_aug3light.png,10,
image_0008_aug4light.png,10,
image_0008_aug5light.png,10,
image_0008_aug6light.png,10,
image_0008_aug7light.png,10,
image_0008_aug8light.png,10,
image_0008_aug9light.png,10,
image_0008_aug10light.png,10,
image_0008_aug11light.png,10,
image_0008_aug12light.png,10,
image_0008_aug13light.png,10,
image_0008_aug14light.png,10,
image_0008_aug15light.png,10,
image_0008_aug16light.png,10,
image_0008_aug17light.png,10,
image_0008_aug18light.png,10,
image_0008_aug19light.png,10,
image_0008_aug20light.png,10,
image_0008_aug21light.png,10,
image_0008_aug22light.png,10,
image_0008_aug23light.png,10,
image_0008_aug24light.png,10,
image_0008_aug25light.png,10,
image_0009_original.png,0,original
image_0009_aug1light.png,0,
image_0009_aug2light.png,0,
image_0009_aug3light.png,0,
image_0009_aug4light.png,0,
image_0009_aug5light.png,0,
image_0009_aug6light.png,0,
image_0009_aug7light.png,0,
image_0009_aug8light.png,0,
image_0009_aug9light.png,0,
image_0009_aug10light.png,0,
image_0009_aug11light.png,0,
image_0009_aug12light.png,0,
image_0009_aug13light.png,0,
image_0009_aug14light.png,0,
image_0009_aug15light.png,0,
image_0009_aug16light.png,0,
image_0009_aug17light.png,0,
image_0009_aug18light.png,0,
image_0009_aug19light.png,0,
image_0009_aug20light.png,0,
image_0009_aug21light.png,0,
image_0009_aug22light.png,0,
image_0009_aug23light.png,0,
image_0009_aug24light.png,0,
image_0009_aug25light.png,0,
image_0010_original.png,12,original
image_0010_aug1light.png,12,
image_0010_aug2light.png,12,
image_0010_aug3light.png,12,
image_0010_aug4light.png,12,
image_0010_aug5light.png,12,
image_0010_aug6light.png,12,
image_0010_aug7light.png,12,
image_0010_aug8light.png,12,
image_0010_aug9light.png,12,
image_0010_aug10light.png,12,
image_0010_aug11light.png,12,
image_0010_aug12light.png,12,
image_0010_aug13light.png,12,
image_0010_aug14light.png,12,
image_0010_aug15light.png,12,
image_0010_aug16light.png,12,
image_0010_aug17light.png,12,
image_0010_aug18light.png,12,
image_0010_aug19light.png,12,
image_0010_aug20light.png,12,
image_0010_aug21light.png,12,
image_0010_aug22light.png,12,
image_0010_aug23light.png,12,
image_0010_aug24light.png,12,
image_0010_aug25light.png,12,
image_0011_original.png,14,original
image_0011_aug1light.png,14,
image_0011_aug2light.png,14,
image_0011_aug3light.png,14,
image_0011_aug4light.png,14,
image_0011_aug5light.png,14,
image_0011_aug6light.png,14,
image_0011_aug7light.png,14,
image_0011_aug8light.png,14,
image_0011_aug9light.png,14,
image_0011_aug10light.png,14,
image_0011_aug11light.png,14,
image_0011_aug12light.png,14,
image_0011_aug13light.png,14,
image_0011_aug14light.png,14,
image_0011_aug15light.png,14,
image_0011_aug16light.png,14,
image_0011_aug17light.png,14,
image_0011_aug18light.png,14,
image_0011_aug19light.png,14,
image_0011_aug20light.png,14,
image_0011_aug21light.png,14,
image_0011_aug22light.png,14,
image_0011_aug23light.png,14,
image_0011_aug24light.png,14,
image_0011_aug25light.png,14,
image_0012_original.png,14,original
image_0012_aug1light.png,14,
image_0012_aug2light.png,14,
image_0012_aug3light.png,14,
image_0012_aug4light.png,14,
image_0012_aug5light.png,14,
image_0012_aug6light.png,14,
image_0012_aug7light.png,14,
image_0012_aug8light.png,14,
image_0012_aug9light.png,14,
image_0012_aug10light.png,14,
image_0012_aug11light.png,14,
image_0012_aug12light.png,14,
image_0012_aug13light.png,14,
image_0012_aug14light.png,14,
image_0012_aug15light.png,14,
image_0012_aug16light.png,14,
image_0012_aug17light.png,14,
image_0012_aug18light.png,14,
image_0012_aug19light.png,14,
image_0012_aug20light.png,14,
image_0012_aug21light.png,14,
image_0012_aug22light.png,14,
image_0012_aug23light.png,14,
image_0012_aug24light.png,14,
image_0012_aug25light.png,14,
image_0013_original.png,7,original
image_0013_aug1light.png,7,
image_0013_aug2light.png,7,
image_0013_aug3light.png,7,
image_0013_aug4light.png,7,
image_0013_aug5light.png,7,
image_0013_aug6light.png,7,
image_0013_aug7light.png,7,
image_0013_aug8light.png,7,
image_0013_aug9light.png,7,
image_0013_aug10light.png,7,
image_0013_aug11light.png,7,
image_0013_aug12light.png,7,
image_0013_aug13light.png,7,
image_0013_aug14light.png,7,
image_0013_aug15light.png,7,
image_0013_aug16light.png,7,
image_0013_aug17light.png,7,
image_0013_aug18light.png,7,
image_0013_aug19light.png,7,
image_0013_aug20light.png,7,
image_0013_aug21light.png,7,
image_0013_aug22light.png,7,
image_0013_aug23light.png,7,
image_0013_aug24light.png,7,
image_0013_aug25light.png,7,
image_0014_original.png,9,original
image_0014_aug1light.png,9,
image_0014_aug2light.png,9,
image_0014_aug3light.png,9,
image_0014_aug4light.png,9,
image_0014_aug5light.png,9,
image_0014_aug6light.png,9,
image_0014_aug7light.png,9,
image_0014_aug8light.png,9,
image_0014_aug9light.png,9,
image_0014_aug10light.png,9,
image_0014_aug11light.png,9,
image_0014_aug12light.png,9,
image_0014_aug13light.png,9,
image_0014_aug14light.png,9,
image_0014_aug15light.png,9,
image_0014_aug16light.png,9,
image_0014_aug17light.png,9,
image_0014_aug18light.png,9,
image_0014_aug19light.png,9,
image_0014_aug20light.png,9,
image_0014_aug21light.png,9,
image_0014_aug22light.png,9,
image_0014_aug23light.png,9,
image_0014_aug24light.png,9,
image_0014_aug25light.png,9,
image_0015_original.png,11,original
image_0015_aug1light.png,11,
image_0015_aug2light.png,11,
image_0015_aug3light.png,11,
image_0015_aug4light.png,11,
image_0015_aug5light.png,11,
image_0015_aug6light.png,11,
image_0015_aug7light.png,11,
image_0015_aug8light.png,11,
image_0015_aug9light.png,11,
image_0015_aug10light.png,11,
image_0015_aug11light.png,11,
image_0015_aug12light.png,11,
image_0015_aug13light.png,11,
image_0015_aug14light.png,11,
image_0015_aug15light.png,11,
image_0015_aug16light.png,11,
image_0015_aug17light.png,11,
image_0015_aug18light.png,11,
image_0015_aug19light.png,11,
image_0015_aug20light.png,11,
image_0015_aug21light.png,11,
image_0015_aug22light.png,11,
image_0015_aug23light.png,11,
image_0015_aug24light.png,11,
image_0015_aug25light.png,11,
image_0016_original.png,11,original
image_0016_aug1light.png,11,
image_0016_aug2light.png,11,
image_0016_aug3light.png,11,
image_0016_aug4light.png,11,
image_0016_aug5light.png,11,
image_0016_aug6light.png,11,
image_0016_aug7light.png,11,
image_0016_aug8light.png,11,
image_0016_aug9light.png,11,
image_0016_aug10light.png,11,
image_0016_aug11light.png,11,
image_0016_aug12light.png,11,
image_0016_aug13light.png,11,
image_0016_aug14light.png,11,
image_0016_aug15light.png,11,
image_0016_aug16light.png,11,
image_0016_aug17light.png,11,
image_0016_aug18light.png,11,
image_0016_aug19light.png,11,
image_0016_aug20light.png,11,
image_0016_aug21light.png,11,
image_0016_aug22light.png,11,
image_0016_aug23light.png,11,
image_0016_aug24light.png,11,
image_0016_aug25light.png,11,
image_0017_original.png,13,original
image_0017_aug1light.png,13,
image_0017_aug2light.png,13,
image_0017_aug3light.png,13,
image_0017_aug4light.png,13,
image_0017_aug5light.png,13,
image_0017_aug6light.png,13,
image_0017_aug7light.png,13,
image_0017_aug8light.png,13,
image_0017_aug9light.png,13,
image_0017_aug10light.png,13,
image_0017_aug11light.png,13,
image_0017_aug12light.png,13,
image_0017_aug13light.png,13,
image_0017_aug14light.png,13,
image_0017_aug15light.png,13,
image_0017_aug16light.png,13,
image_0017_aug17light.png,13,
image_0017_aug18light.png,13,
image_0017_aug19light.png,13,
image_0017_aug20light.png,13,
image_0017_aug21light.png,13,
image_0017_aug22light.png,13,
image_0017_aug23light.png,13,
image_0017_aug24light.png,13,
image_0017_aug25light.png,13,
image_0018_original.png,11,original
image_0018_aug1light.png,11,
image_0018_aug2light.png,11,
image_0018_aug3light.png,11,
image_0018_aug4light.png,11,
image_0018_aug5light.png,11,
image_0018_aug6light.png,11,
image_0018_aug7light.png,11,
image_0018_aug8light.png,11,
image_0018_aug9light.png,11,
image_0018_aug10light.png,11,
image_0018_aug11light.png,11,
image_0018_aug12light.png,11,
image_0018_aug13light.png,11,
image_0018_aug14light.png,11,
image_0018_aug15light.png,11,
image_0018_aug16light.png,11,
image_0018_aug17light.png,11,
image_0018_aug18light.png,11,
image_0018_aug19light.png,11,
image_0018_aug20light.png,11,
image_0018_aug21light.png,11,
image_0018_aug22light.png,11,
image_0018_aug23light.png,11,
image_0018_aug24light.png,11,
image_0018_aug25light.png,11,
image_0019_original.png,7,original
image_0019_aug1light.png,7,
image_0019_aug2light.png,7,
image_0019_aug3light.png,7,
image_0019_aug4light.png,7,
image_0019_aug5light.png,7,
image_0019_aug6light.png,7,
image_0019_aug7light.png,7,
image_0019_aug8light.png,7,
image_0019_aug9light.png,7,
image_0019_aug10light.png,7,
image_0019_aug11light.png,7,
image_0019_aug12light.png,7,
image_0019_aug13light.png,7,
image_0019_aug14light.png,7,
image_0019_aug15light.png,7,
image_0019_aug16light.png,7,
image_0019_aug17light.png,7,
image_0019_aug18light.png,7,
image_0019_aug19light.png,7,
image_0019_aug20light.png,7,
image_0019_aug21light.png,7,
image_0019_aug22light.png,7,
image_0019_aug23light.png,7,
image_0019_aug24light.png,7,
image_0019_aug25light.png,7,
image_0020_original.png,5,original
image_0020_aug1light.png,5,
image_0020_aug2light.png,5,
image_0020_aug3light.png,5,
image_0020_aug4light.png,5,
image_0020_aug5light.png,5,
image_0020_aug6light.png,5,
image_0020_aug7light.png,5,
image_0020_aug8light.png,5,
image_0020_aug9light.png,5,
image_0020_aug10light.png,5,
image_0020_aug11light.png,5,
image_0020_aug12light.png,5,
image_0020_aug13light.png,5,
image_0020_aug14light.png,5,
image_0020_aug15light.png,5,
image_0020_aug16light.png,5,
image_0020_aug17light.png,5,
image_0020_aug18light.png,5,
image_0020_aug19light.png,5,
image_0020_aug20light.png,5,
image_0020_aug21light.png,5,
image_0020_aug22light.png,5,
image_0020_aug23light.png,5,
image_0020_aug24light.png,5,
image_0020_aug25light.png,5,
image_0021_original.png,8,original
image_0021_aug1light.png,8,
image_0021_aug2light.png,8,
image_0021_aug3light.png,8,
image_0021_aug4light.png,8,
image_0021_aug5light.png,8,
image_0021_aug6light.png,8,
image_0021_aug7light.png,8,
image_0021_aug8light.png,8,
image_0021_aug9light.png,8,
image_0021_aug10light.png,8,
image_0021_aug11light.png,8,
image_0021_aug12light.png,8,
image_0021_aug13light.png,8,
image_0021_aug14light.png,8,
image_0021_aug15light.png,8,
image_0021_aug16light.png,8,
image_0021_aug17light.png,8,
image_0021_aug18light.png,8,
image_0021_aug19light.png,8,
image_0021_aug20light.png,8,
image_0021_aug21light.png,8,
image_0021_aug22light.png,8,
image_0021_aug23light.png,8,
image_0021_aug24light.png,8,
image_0021_aug25light.png,8,
image_0022_original.png,12,original
image_0022_aug1light.png,12,
image_0022_aug2light.png,12,
